,algorithm,run_id,age,Count,Selection_rate,Accuracy,TPR,TNR,FPR,FNR
92,Grid Search EO,3,aged,247,0.6032388663967612,0.6720647773279352,0.6910112359550562,0.6231884057971014,0.37681159420289856,0.3089887640449438
93,Grid Search EO,3,young,53,0.5471698113207547,0.6415094339622641,0.65625,0.6190476190476191,0.38095238095238093,0.34375
118,Grid Search EO,4,aged,254,0.2204724409448819,0.4251968503937008,0.2554347826086957,0.8714285714285714,0.12857142857142856,0.7445652173913043
119,Grid Search EO,4,young,46,0.2826086956521739,0.5869565217391305,0.38461538461538464,0.85,0.15,0.6153846153846154
144,Grid Search EO,5,aged,259,0.5907335907335908,0.694980694980695,0.7032967032967034,0.6753246753246753,0.3246753246753247,0.2967032967032967
145,Grid Search EO,5,young,41,0.3170731707317073,0.6341463414634146,0.4642857142857143,1.0,0.0,0.5357142857142857
170,Grid Search EO,6,aged,258,0.6511627906976745,0.7015503875968992,0.7433155080213903,0.5915492957746479,0.4084507042253521,0.25668449197860965
171,Grid Search EO,6,young,42,0.5238095238095238,0.6428571428571429,0.6521739130434783,0.631578947368421,0.3684210526315789,0.34782608695652173
196,Grid Search EO,7,aged,250,0.512,0.668,0.6243093922651933,0.782608695652174,0.21739130434782608,0.3756906077348066
197,Grid Search EO,7,young,50,0.18,0.6,0.3103448275862069,1.0,0.0,0.6896551724137931
222,Grid Search EO,8,aged,262,0.11068702290076336,0.36259541984732824,0.140625,0.9714285714285714,0.02857142857142857,0.859375
223,Grid Search EO,8,young,38,0.18421052631578946,0.5526315789473685,0.2222222222222222,0.85,0.15,0.7777777777777778
248,Grid Search EO,9,aged,254,0.6259842519685039,0.7244094488188977,0.751412429378531,0.6623376623376623,0.33766233766233766,0.24858757062146894
249,Grid Search EO,9,young,46,0.7608695652173914,0.782608695652174,0.8787878787878788,0.5384615384615384,0.46153846153846156,0.12121212121212122
2,Massaging,0,aged,250,0.2,0.432,0.24444444444444444,0.9142857142857143,0.08571428571428572,0.7555555555555555
3,Massaging,0,young,50,0.14,0.46,0.16666666666666666,0.9,0.1,0.8333333333333334
28,Massaging,1,aged,250,0.244,0.476,0.30337078651685395,0.9027777777777778,0.09722222222222222,0.6966292134831461
29,Massaging,1,young,50,0.26,0.46,0.28125,0.7777777777777778,0.2222222222222222,0.71875
54,Massaging,2,aged,248,0.25806451612903225,0.5201612903225806,0.3463687150837989,0.9710144927536232,0.028985507246376812,0.6536312849162011
55,Massaging,2,young,52,0.19230769230769232,0.5576923076923077,0.2903225806451613,0.9523809523809523,0.047619047619047616,0.7096774193548387
80,Massaging,3,aged,247,0.23076923076923078,0.44534412955465585,0.2752808988764045,0.8840579710144928,0.11594202898550725,0.7247191011235955
81,Massaging,3,young,53,0.1509433962264151,0.5094339622641509,0.21875,0.9523809523809523,0.047619047619047616,0.78125
106,Massaging,4,aged,254,0.2637795275590551,0.468503937007874,0.31521739130434784,0.8714285714285714,0.12857142857142856,0.6847826086956522
107,Massaging,4,young,46,0.2391304347826087,0.5434782608695652,0.3076923076923077,0.85,0.15,0.6923076923076923
132,Massaging,5,aged,259,0.2702702702702703,0.4594594594594595,0.3076923076923077,0.8181818181818182,0.18181818181818182,0.6923076923076923
133,Massaging,5,young,41,0.17073170731707318,0.4878048780487805,0.25,1.0,0.0,0.75
158,Massaging,6,aged,258,0.13178294573643412,0.35271317829457366,0.1443850267379679,0.9014084507042254,0.09859154929577464,0.8556149732620321
159,Massaging,6,young,42,0.07142857142857142,0.5238095238095238,0.13043478260869565,1.0,0.0,0.8695652173913043
184,Massaging,7,aged,250,0.068,0.304,0.06629834254143646,0.927536231884058,0.07246376811594203,0.9337016574585635
185,Massaging,7,young,50,0.06,0.44,0.06896551724137931,0.9523809523809523,0.047619047619047616,0.9310344827586207
