,algorithm,run_id,sex,Count,Selection_rate,Accuracy,TPR,TNR,FPR,FNR
198,Exp. Grad. DP,7,Female,3232,0.7360767326732673,0.3406559405940594,0.8583815028901735,0.2785862785862786,0.7214137214137214,0.1416184971098266
199,Exp. Grad. DP,7,Male,6537,0.742083524552547,0.46198562031512924,0.8348393574297188,0.29856985698569855,0.7014301430143014,0.16516064257028112
224,Exp. Grad. DP,8,Female,3232,0.7357673267326733,0.34220297029702973,0.8641618497109826,0.2796257796257796,0.7203742203742204,0.13583815028901733
225,Exp. Grad. DP,8,Male,6537,0.7358115343429708,0.4538779256539697,0.8112449799196787,0.29724972497249724,0.7027502750275028,0.18875502008032127
250,Exp. Grad. DP,9,Female,3232,0.7425742574257426,0.338490099009901,0.8786127167630058,0.27373527373527373,0.7262647262647263,0.12138728323699421
251,Exp. Grad. DP,9,Male,6537,0.7379531895364846,0.4670338075569833,0.8363453815261044,0.30517051705170517,0.6948294829482948,0.1636546184738956
18,Exp. Grad. EO,0,Female,3232,0.20761138613861385,0.7540222772277227,0.3208092485549133,0.805959805959806,0.19404019404019404,0.6791907514450867
19,Exp. Grad. EO,0,Male,6537,0.22732140125439804,0.651828055683035,0.3017068273092369,0.8052805280528053,0.19471947194719472,0.6982931726907631
44,Exp. Grad. EO,1,Female,3232,0.20606435643564355,0.7592821782178217,0.33815028901734107,0.8097713097713097,0.19022869022869024,0.661849710982659
45,Exp. Grad. EO,1,Male,6537,0.2270154505124675,0.6619244301667432,0.3177710843373494,0.8127612761276127,0.18723872387238724,0.6822289156626506
70,Exp. Grad. EO,2,Female,3232,0.20451732673267325,0.7490717821782178,0.2832369942196532,0.804920304920305,0.19507969507969508,0.7167630057803468
71,Exp. Grad. EO,2,Male,6537,0.2251797460608842,0.6603946764570904,0.31224899598393574,0.812981298129813,0.18701870187018702,0.6877510040160643
96,Exp. Grad. EO,3,Female,3232,0.20668316831683167,0.75,0.2976878612716763,0.8042273042273043,0.19577269577269577,0.7023121387283237
97,Exp. Grad. EO,3,Male,6537,0.22625057365764112,0.6642190607312223,0.32028112449799195,0.814961496149615,0.18503850385038503,0.679718875502008
122,Exp. Grad. EO,4,Female,3232,0.21008663366336633,0.7540222772277227,0.33236994219653176,0.8045738045738046,0.19542619542619544,0.6676300578034682
123,Exp. Grad. EO,4,Male,6537,0.22013155881903013,0.6691142726021111,0.31827309236947793,0.8228822882288229,0.1771177117711771,0.6817269076305221
148,Exp. Grad. EO,5,Female,3232,0.20915841584158415,0.7524752475247525,0.3208092485549133,0.8042273042273043,0.19577269577269577,0.6791907514450867
149,Exp. Grad. EO,5,Male,6537,0.22885115496405078,0.664066085360257,0.32429718875502006,0.812981298129813,0.18701870187018702,0.6757028112449799
174,Exp. Grad. EO,6,Female,3232,0.20482673267326731,0.7592821782178217,0.33236994219653176,0.8104643104643104,0.18953568953568953,0.6676300578034682
175,Exp. Grad. EO,6,Male,6537,0.22364999235123145,0.6655958390699097,0.31827309236947793,0.8178217821782178,0.18217821782178217,0.6817269076305221
200,Exp. Grad. EO,7,Female,3232,0.20699257425742573,0.7571163366336634,0.33236994219653176,0.808038808038808,0.19196119196119196,0.6676300578034682
201,Exp. Grad. EO,7,Male,6537,0.21477742083524554,0.6652898883279792,0.3032128514056225,0.823982398239824,0.17601760176017603,0.6967871485943775
226,Exp. Grad. EO,8,Female,3232,0.20513613861386137,0.7540222772277227,0.3092485549132948,0.8073458073458073,0.19265419265419265,0.6907514450867052
227,Exp. Grad. EO,8,Male,6537,0.23099281015756462,0.660700627199021,0.32228915662650603,0.809020902090209,0.19097909790979098,0.677710843373494
252,Exp. Grad. EO,9,Female,3232,0.2119430693069307,0.7527846534653465,0.3352601156069364,0.8028413028413028,0.19715869715869716,0.6647398843930635
253,Exp. Grad. EO,9,Male,6537,0.22976900718984244,0.6668196420376319,0.33032128514056225,0.8143014301430143,0.1856985698569857,0.6696787148594378
12,Grid Search DP,0,Female,3232,0.3094059405940594,0.6714108910891089,0.41040462427745666,0.7027027027027027,0.2972972972972973,0.5895953757225434
13,Grid Search DP,0,Male,6537,0.16781398194890623,0.7039926571821936,0.2896586345381526,0.8855885588558856,0.11441144114411442,0.7103413654618473
38,Grid Search DP,1,Female,3232,0.3094059405940594,0.6714108910891089,0.41040462427745666,0.7027027027027027,0.2972972972972973,0.5895953757225434
39,Grid Search DP,1,Male,6537,0.16781398194890623,0.7039926571821936,0.2896586345381526,0.8855885588558856,0.11441144114411442,0.7103413654618473
64,Grid Search DP,2,Female,3232,0.3094059405940594,0.6714108910891089,0.41040462427745666,0.7027027027027027,0.2972972972972973,0.5895953757225434
